lread	lwrite	scall	sread	swrite	fork	exec	rchar	wchar	runqsz	freemem	freeswap	class
6.0	2.0	1036.0	103.0	114.0	1.0	1.0	172076.0	355965.0	2.0	6527.0	1851864.0	90.0
1.0	0.0	2165.0	205.0	101.0	0.4000000059604645	1.2000000476837158	43107.0	44139.0	3.0	130.0	1131931.0	88.0
62.0	77.0	3806.0	258.0	166.0	1.399999976158142	1.399999976158142	492142.0	268706.0	5.199999809265137	256.0	1314590.0	85.0
5.0	0.0	4721.0	256.0	177.0	0.9900000095367432	2.5799999237060547	524787.0	174964.0	1.0	233.0	972606.0	81.0
42.0	55.0	3949.0	249.0	244.0	2.5999999046325684	4.599999904632568	197289.0	529200.0	3.4000000953674316	331.0	1013805.0	79.0
5.0	1.0	1692.0	132.0	87.0	0.4000000059604645	1.7999999523162842	220194.0	107031.0	2.200000047683716	2291.0	1010703.0	92.0
3.0	0.0	635.0	65.0	47.0	3.0	3.0	87465.0	40740.0	1.0	289.0	1806587.0	82.0
7.0	5.0	1341.0	240.0	120.0	0.4000000059604645	0.6000000238418579	718437.0	672290.0	4.800000190734863	2532.0	1037078.0	90.0
159.0	40.0	2443.0	299.0	262.0	1.0	1.0	240375.0	209450.0	2.799999952316284	536.0	1069565.0	87.0
1.0	0.0	3322.0	271.0	170.0	1.0	3.200000047683716	399277.0	128680.0	1.0	579.0	1120168.0	86.0
9.0	3.0	1626.0	106.0	100.0	1.2000000476837158	1.2000000476837158	261018.0	111663.0	1.0	615.0	1073621.0	87.0
11.0	2.0	1687.0	76.0	115.0	0.4000000059604645	0.4000000059604645	76103.0	93789.0	1.0	631.0	1068366.0	93.0
2.0	1.0	5402.0	406.0	274.0	0.20000000298023224	0.20000000298023224	22609.0	155154.0	2.5	152.0	1015040.0	84.0
6.0	2.0	2040.0	121.0	112.0	0.6000000238418579	0.6000000238418579	38688.0	60507.0	1.0	1201.0	1111232.0	92.0
172.0	113.0	1427.0	171.0	134.0	0.6000000238418579	3.390000104904175	261636.0	103649.0	744.0	92.0	8.0	0.0
82.0	44.0	2342.0	156.0	323.0	0.6000000238418579	0.6000000238418579	97904.0	75368.0	3.200000047683716	487.0	1320070.0	94.0
37.0	49.0	4667.0	673.0	457.0	2.5999999046325684	0.800000011920929	262181.0	220110.0	1.399999976158142	287.0	1073834.0	81.0
13.0	12.0	2859.0	459.0	215.0	0.6000000238418579	2.0	652144.0	585464.0	3.200000047683716	220.0	1043795.0	91.0
24.0	32.0	419.0	41.0	27.0	2.0	2.0	91694.0	34919.0	1.2000000476837158	3733.0	1819309.0	83.0
67.0	90.0	1850.0	131.0	61.0	1.2000000476837158	2.200000047683716	40316.0	23559.0	1.2999999523162842	694.0	1020261.0	90.0
15.0	5.0	1795.0	343.0	209.0	1.0	1.0	91247.0	93705.0	2.0	112.0	1527192.0	88.0
4.0	0.0	1969.0	209.0	200.0	2.4000000953674316	0.800000011920929	131479.0	48942.0	1.2999999523162842	1126.0	1053153.0	89.0
10.0	4.0	3734.0	212.0	168.0	1.2000000476837158	1.0	197813.0	112160.0	2.0	1446.0	1110237.0	87.0
11.0	6.0	4515.0	185.0	165.0	3.7899999618530273	4.989999771118164	85634.0	65019.0	4.400000095367432	890.0	1537031.0	76.0
5.0	4.0	1568.0	68.0	102.0	0.20000000298023224	0.20000000298023224	42053.0	30000.0	1.5	313.0	1016542.0	92.0
8.0	3.0	3942.0	702.0	244.0	1.0	0.800000011920929	463837.0	166875.0	6.599999904632568	159.0	1295243.0	83.0
2.0	0.0	457.0	48.0	37.0	2.0	2.0	65518.0	74456.0	1.0	6493.0	1851952.0	90.0
5.0	0.0	3300.0	395.0	219.0	2.0	0.800000011920929	133693.0	89066.0	4.800000190734863	2230.0	1555064.0	89.0
0.0	0.0	408.0	62.0	45.0	0.20000000298023224	0.20000000298023224	1635.0	17161.0	3.0	626.0	1711344.0	98.0
1.0	0.0	2596.0	211.0	195.0	0.20000000298023224	0.20000000298023224	299110.0	67609.0	2.799999952316284	266.0	1715549.0	90.0
1.0	1.0	963.0	90.0	62.0	0.6000000238418579	0.6000000238418579	91754.0	14319.0	2.200000047683716	3125.0	1707618.0	96.0
6.0	5.0	1860.0	128.0	103.0	0.6000000238418579	0.800000011920929	118921.0	56765.0	2.200000047683716	238.0	982450.0	92.0
3.0	2.0	1710.0	131.0	122.0	0.6000000238418579	1.0	68306.0	103547.0	3.200000047683716	493.0	1063110.0	91.0
5.0	0.0	4901.0	508.0	330.0	2.0	0.6000000238418579	165967.0	155044.0	2.799999952316284	2560.0	1646453.0	87.0
13.0	8.0	4349.0	300.0	191.0	2.799999952316284	3.0	96009.0	70467.0	2.200000047683716	772.0	993909.0	83.0
622.0	543.0	5572.0	480.0	297.0	1.2000000476837158	3.799999952316284	166930.0	128473.0	3.0	527.0	1061819.0	73.0
28.0	23.0	6465.0	408.0	177.0	4.199999809265137	5.0	454491.0	41075.0	2.799999952316284	437.0	999322.0	72.0
12.0	10.0	1783.0	102.0	78.0	1.399999976158142	0.800000011920929	118290.0	25482.0	3.200000047683716	512.0	989838.0	90.0
8.0	2.0	3309.0	503.0	365.0	4.170000076293945	2.7799999713897705	827279.0	223918.0	2.0	747.0	1112439.0	81.0
2.0	1.0	253.0	22.0	24.0	0.800000011920929	0.800000011920929	34552.0	22677.0	1.2000000476837158	7091.0	1846198.0	96.0
1.0	0.0	1276.0	29.0	31.0	0.6000000238418579	4.199999809265137	47728.0	9473.0	2.200000047683716	4590.0	1829136.0	97.0
57.0	55.0	1123.0	107.0	79.0	0.20000000298023224	0.20000000298023224	20746.0	36718.0	1.399999976158142	941.0	972674.0	93.0
22.0	15.0	4679.0	409.0	258.0	2.4000000953674316	3.200000047683716	542748.0	293954.0	3.799999952316284	876.0	1343698.0	82.0
38.0	30.0	5991.0	289.0	193.0	5.800000190734863	6.0	401075.0	205417.0	2.299999952316284	213.0	1015771.0	71.0
26.0	2.0	5404.0	475.0	246.0	6.199999809265137	16.399999618530273	328399.0	196650.0	3.799999952316284	122.0	1091184.0	67.0
5.0	3.0	3786.0	167.0	149.0	1.2000000476837158	1.2000000476837158	172744.0	161033.0	1.0	700.0	986394.0	87.0
32.0	42.0	2331.0	242.0	212.0	4.0	1.600000023841858	158546.0	34270.0	1.0	205.0	1023574.0	83.0
1.0	0.0	1816.0	155.0	99.0	0.800000011920929	1.0	44286.0	56277.0	1.0	1259.0	1048148.0	90.0
2.0	0.0	4228.0	206.0	186.0	1.7999999523162842	0.6000000238418579	84452.0	45749.0	2.200000047683716	600.0	1740986.0	86.0
2.0	1.0	986.0	73.0	54.0	0.20000000298023224	0.20000000298023224	5562.0	23881.0	2.299999952316284	217.0	1013784.0	96.0
0.0	0.0	255.0	32.0	32.0	0.20000000298023224	0.20000000298023224	1430.0	7410.0	1.600000023841858	1196.0	1767021.0	91.0
40.0	11.0	3402.0	283.0	202.0	2.799999952316284	4.199999809265137	225184.0	28672.0	1.0	1025.0	1092723.0	86.0
55.0	0.0	4652.0	302.0	223.0	16.170000076293945	36.93000030517578	180995.0	29681.0	1.0	187.0	1102798.0	52.0
14.0	4.0	1575.0	358.0	236.0	2.200000047683716	1.7999999523162842	468846.0	173574.0	1.0	362.0	1070280.0	88.0
1.0	0.0	928.0	115.0	89.0	0.4000000059604645	1.399999976158142	4969.0	17251.0	5.0	889.0	1063856.0	95.0
7.0	1.0	2319.0	207.0	94.0	0.6000000238418579	1.2000000476837158	1132227.0	33317.0	2.799999952316284	98.0	984424.0	76.0
2.0	1.0	2133.0	134.0	90.0	0.800000011920929	1.0	100812.0	83681.0	1.7999999523162842	405.0	987278.0	89.0
1.0	0.0	1372.0	66.0	41.0	0.20000000298023224	0.20000000298023224	17950.0	17530.0	1.399999976158142	986.0	1066130.0	94.0
9.0	8.0	470.0	129.0	81.0	0.20000000298023224	0.20000000298023224	291365.0	51259.0	1.2000000476837158	1302.0	1760490.0	96.0
32.0	26.0	3205.0	350.0	245.0	1.0	1.399999976158142	109372.0	69986.0	2.5999999046325684	405.0	1315331.0	80.0
25.0	0.0	3346.0	198.0	131.0	6.210000038146973	18.040000915527344	211729.0	48291.0	2.700000047683716	133.0	1099542.0	76.0
16.0	14.0	1363.0	121.0	82.0	0.800000011920929	0.6000000238418579	321356.0	183286.0	3.200000047683716	753.0	1511563.0	87.0
0.0	0.0	431.0	39.0	72.0	0.800000011920929	0.6000000238418579	13226.0	49176.0	1.0	172.0	1746309.0	97.0
0.0	0.0	183.0	38.0	21.0	0.20000000298023224	0.20000000298023224	255771.0	228527.0	2.799999952316284	3652.0	1819990.0	97.0
13.0	21.0	324.0	19.0	14.0	0.20000000298023224	0.20000000298023224	644.0	4682.0	1.7999999523162842	1230.0	1750204.0	91.0
2.0	0.0	1240.0	87.0	83.0	0.4000000059604645	0.6000000238418579	21455.0	50048.0	679.0	93.0	7.0	0.0
13.0	3.0	1651.0	78.0	60.0	0.800000011920929	3.0	56684.0	21286.0	1.0	590.0	1032789.0	91.0
33.0	43.0	1613.0	161.0	110.0	0.20000000298023224	0.20000000298023224	11850.0	28651.0	1.0	253.0	1021384.0	92.0
9.0	1.0	3326.0	383.0	177.0	6.199999809265137	19.200000762939453	34844.0	28865.0	1.5	188.0	1103072.0	76.0
41.0	32.0	5200.0	185.0	121.0	2.7899999618530273	7.190000057220459	59209.0	63458.0	2.4000000953674316	209.0	1623562.0	80.0
2.0	1.0	174.0	11.0	24.0	0.20000000298023224	0.20000000298023224	10271.0	8797.0	1.0	6442.0	1871299.0	99.0
2.0	0.0	534.0	75.0	53.0	2.200000047683716	2.200000047683716	57506.0	28455.0	1.2000000476837158	359.0	1813328.0	85.0
31.0	38.0	1145.0	143.0	124.0	3.190000057220459	1.0	81774.0	6003.0	1.600000023841858	7313.0	1860552.0	92.0
0.0	0.0	159.0	15.0	16.0	0.20000000298023224	0.20000000298023224	454.0	5323.0	1.0	7226.0	1859904.0	99.0
8.0	0.0	2956.0	409.0	371.0	3.5999999046325684	3.0	254532.0	197621.0	2.799999952316284	5037.0	1672027.0	86.0
2.0	1.0	3735.0	279.0	143.0	0.4000000059604645	1.0	387812.0	214397.0	4.0	3768.0	1333251.0	90.0
11.0	4.0	3794.0	340.0	304.0	4.0	2.200000047683716	174498.0	141499.0	1.2000000476837158	466.0	1079363.0	80.0
56.0	62.0	1929.0	146.0	97.0	1.7999999523162842	3.5999999046325684	319479.0	97895.0	1.7999999523162842	553.0	1085286.0	82.0
2.0	2.0	1424.0	133.0	101.0	0.20000000298023224	0.20000000298023224	210413.0	16994.0	2.0	342.0	979099.0	95.0
23.0	32.0	3355.0	234.0	111.0	1.2000000476837158	3.0	155241.0	126756.0	5.400000095367432	4018.0	1606019.0	88.0
0.0	0.0	393.0	162.0	57.0	0.20000000298023224	0.20000000298023224	210929.0	207090.0	2.4000000953674316	1323.0	1745669.0	97.0
17.0	9.0	1048.0	124.0	69.0	1.0	1.399999976158142	683931.0	188394.0	1.0	309.0	1051283.0	76.0
1.0	0.0	958.0	117.0	45.0	0.6000000238418579	0.6000000238418579	215753.0	27639.0	2.0	6280.0	1845344.0	96.0
3.0	3.0	1941.0	427.0	173.0	0.800000011920929	0.800000011920929	658879.0	844732.0	1.7999999523162842	635.0	1045738.0	88.0
7.0	0.0	3758.0	508.0	978.0	5.800000190734863	1.600000023841858	233257.0	87134.0	4.199999809265137	981.0	1705043.0	79.0
1.0	1.0	857.0	90.0	44.0	0.20000000298023224	0.20000000298023224	46735.0	82746.0	1.0	6709.0	1818845.0	96.0
40.0	54.0	844.0	28.0	33.0	0.20000000298023224	0.20000000298023224	817.0	11451.0	2.0	4707.0	1727696.0	96.0
0.0	0.0	222.0	30.0	22.0	0.20000000298023224	0.20000000298023224	84896.0	5119.0	1.600000023841858	7302.0	1860350.0	97.0
4.0	0.0	2921.0	248.0	205.0	3.799999952316284	1.399999976158142	140416.0	21712.0	3.0	177.0	1437750.0	86.0
6.0	4.0	2573.0	189.0	118.0	0.6000000238418579	0.6000000238418579	107287.0	30575.0	1.399999976158142	1107.0	975696.0	90.0
16.0	14.0	2131.0	116.0	84.0	0.800000011920929	1.2000000476837158	26886.0	41641.0	3.0	793.0	990656.0	90.0
30.0	13.0	3962.0	617.0	514.0	4.199999809265137	1.2000000476837158	326797.0	265654.0	1.2000000476837158	191.0	1082230.0	79.0
9.0	2.0	3750.0	280.0	226.0	1.2000000476837158	4.0	194798.0	362338.0	2.799999952316284	402.0	984866.0	79.0
37.0	4.0	3499.0	388.0	117.0	4.190000057220459	5.989999771118164	288035.0	14367.0	4.199999809265137	766.0	1305325.0	80.0
60.0	71.0	2647.0	289.0	300.0	1.0	3.200000047683716	32797.0	37359.0	1.0	505.0	1101470.0	88.0
6.0	3.0	1005.0	63.0	60.0	0.20000000298023224	0.20000000298023224	134728.0	76858.0	2.200000047683716	1789.0	1525715.0	93.0
10.0	10.0	3224.0	222.0	100.0	0.6000000238418579	0.6000000238418579	95098.0	46440.0	1.5	211.0	996805.0	89.0
15.0	1.0	643.0	60.0	19.0	1.2000000476837158	1.399999976158142	361682.0	5234.0	2.200000047683716	7005.0	1876323.0	93.0
8.0	3.0	4100.0	391.0	383.0	1.2000000476837158	1.600000023841858	259796.0	75883.0	2.799999952316284	2054.0	1551126.0	84.0
68.0	77.0	2774.0	217.0	152.0	3.609999895095825	6.210000038146973	180351.0	57275.0	2.700000047683716	324.0	1055946.0	82.0
3.0	0.0	583.0	53.0	68.0	2.5999999046325684	3.200000047683716	62950.0	258017.0	1.7999999523162842	270.0	1807019.0	81.0
132.0	105.0	2007.0	177.0	139.0	0.4000000059604645	0.4000000059604645	95309.0	82017.0	1.0	794.0	1008800.0	91.0
10.0	6.0	3249.0	555.0	526.0	2.390000104904175	4.380000114440918	469560.0	380797.0	1.399999976158142	870.0	1126010.0	81.0
2.0	0.0	3099.0	180.0	116.0	0.20000000298023224	0.20000000298023224	526898.0	35032.0	2.200000047683716	198.0	1080638.0	91.0
4.0	3.0	1887.0	144.0	93.0	0.20000000298023224	0.20000000298023224	48118.0	58743.0	2.4000000953674316	2097.0	1720363.0	95.0
0.0	0.0	2772.0	148.0	221.0	0.20000000298023224	0.20000000298023224	95025.0	96367.0	2.0	226.0	1708712.0	90.0
64.0	82.0	2442.0	456.0	192.0	1.2000000476837158	0.800000011920929	584516.0	567421.0	2.0	555.0	1041030.0	88.0
